año,orden de compra,fecha,importe,proveedor,dependencia,expediente
"2009,""35"",""16-01-2009"",""1792.85"",""FRIDO S.R.L."",""NO USAR - J. RAYITO DE SOL"",""Suministro 77/2009"""
"2009,""19"",""13-01-2009"",""3557.46"",""DISPROAL"",""NO USAR - DIR. DE FORTALECIMIENTO HUMANO"",""Suministro 91/2009"""
"2009,""9"",""12-01-2009"",""15675.00"",""VERDULERIA EL PARQUE"",""NO USAR - DIR. DE FORTALECIMIENTO HUMANO"",""Suministro 82/2009"""
"2009,""52"",""19-01-2009"",""2000.00"",""ALMIRON SOLUCIONES GRAFICAS"",""ALMACEN DE COMPRAS"",""Suministro 125/2009"""
"2009,""69"",""20-01-2009"",""1200.00"",""CAMBI INGENIERIA"",""CENTRO DE SALUD MPAL. ING. WHITE"",""Suministro 35/2009"""
"2009,""116"",""21-01-2009"",""9192.00"",""REX AGENCIA DE PUBLICIDAD S.R.L."",""SEC. DE GOBIERNO"",""Suministro 161/2009"""
"2009,""220"",""26-01-2009"",""1000.00"",""LOREA GUSTAVO ALFREDO"",""SUBDIRECCION DE SISTEMAS E INFRAESTRUCTURA TECNOL"",""Suministro 68/2009"""
"2009,""782"",""11-03-2009"",""4163.20"",""DISTRIBUIDORA GAMMA"",""INSUMOS Y DROGAS"",""Suministro 15/2009"""
"2009,""100"",""21-01-2009"",""8428.60"",""MALUF ANWAR ANTONIO"",""SERV. LOC. PROM Y PROT.I.DER. NIÑOS Y ADOLES."",""Contrato 58/2009"""
"2009,""94"",""21-01-2009"",""7150.00"",""CENTRO DE ATENCION MULTIDISCIPLINARIA DE ADRIANA MARINSALTA"",""NO USAR - J. RAYITO DE SOL"",""Contrato 32/2009"""
"2009,""864"",""17-03-2009"",""2952.68"",""LIBRERIA DEL COLEGIO"",""H.C.D."",""Suministro 296/2009"""
"2009,""732"",""09-03-2009"",""45741.78"",""AGROGAR"",""SANEAMIENTO AMBIENTAL"",""Suministro 360/2009"""
"2009,""669"",""27-02-2009"",""296.00"",""QUIMICA BAHIA BLANCA"",""BROMATOLOGIA Y  PROTECC. SALUD"",""Suministro 192/2009"""
