año,orden de compra,fecha,importe,proveedor,dependencia,expediente
2017,2232,28-04-2017,120000.00,CABLEVISION SOCIEDAD ANONIMA,SECRETARIA PRIVADA,Suministro 2530/2017
2017,2298,28-04-2017,24000.00,PROYECCION COMUNICACION INTEGRAL,SECRETARIA PRIVADA,Suministro 2534/2017
2017,709,24-02-2017,7346.00,AMONDARAIN BELEN,SUBSECRETARIA DE GESTION Y ECON DE LA SALUD,Suministro 910/2017
2017,713,24-02-2017,6000.00,LU3 AM 1080,SECRETARIA PRIVADA,Suministro 1082/2017
2017,715,24-02-2017,14000.00,UNION INDUSTRIAL BAHIA BLANCA,SECRETARIA PRIVADA,Suministro 1071/2017
2017,710,24-02-2017,88000.00,REX AGENCIA DE PUBLICIDAD S.R.L.,SECRETARIA PRIVADA,Suministro 1072/2017
2017,717,24-02-2017,20000.00,PROYECCION COMUNICACION INTEGRAL,SECRETARIA PRIVADA,Suministro 1074/2017
2017,719,24-02-2017,24000.00,PROYECCION COMUNICACION INTEGRAL,SECRETARIA PRIVADA,Suministro 1075/2017
2017,516,16-02-2017,779605.63,CONSAR CONSTRUCTORA ARGENTINA S.R.L.,SEC. DE INFRAESTRUCTURA,Decreto 170/2017
2017,2450,10-05-2017,8591.19,CODIMAT S.A.,DELEG. GRAL. DANIEL CERRI,Suministro 2607/2017
2017,1657,07-04-2017,14800.00,RAVENS SOCIEDAD DE PUBLICIDAD,SECRETARIA PRIVADA,Suministro 1553/2017
2017,1645,07-04-2017,800.00,MAGOLLA ESTUDIO,DIRECCION JUVENTUD,Suministro 2080/2017
2017,1659,07-04-2017,14800.00,RAVENS SOCIEDAD DE PUBLICIDAD,SECRETARIA PRIVADA,Suministro 1554/2017
2017,1852,19-04-2017,7600.56,DINAMICA MELIPAL S.R.L.,DEP. TALLERES Y MAESTRANZA,Suministro 2033/2017
2017,1803,18-04-2017,12200.00,COMSUR S.R.L.,NO USAR-SEC DE MODERNIZACION  Y CALIDAD DE GESTION,Suministro 2209/2017
2017,1821,18-04-2017,14888.43,AÑOS LUZ,DEP. ELECTRICIDAD Y MECANICA,Suministro 1892/2017
2017,1793,18-04-2017,20000.00,MEDICA BAHIA,SUBDIR. GESTION DE PRESTACIONES,Suministro 2162/2017
2017,192,24-01-2017,920084.52,LUMADI S.A.,SEC. DE INFRAESTRUCTURA,Decreto 3205/2016
2017,4986,28-09-2017,22990.83,COOPERATIVA DE TRABAJO NOROESTE LIMITADA,NO USAR-MAYORDOMIA,Suministro 5063/2017
2017,5061,29-09-2017,6118.00,LA MOLIENDA,NO USAR -SUBSECRETARIA FORMACION Y PROMOCION EDUC.,Suministro 4927/2017
2017,5175,05-10-2017,15000.00,MEYER SACIF,NO USAR-DIVISION PREVENCION COMUNITARIA,Suministro 5114/2017
2017,1400,31-03-2017,4000.00,ASESOR.AR,H.C.D.,Suministro 1935/2017
2017,1450,31-03-2017,854988.27,COOPERATIVA DE TRABAJO 15 DE JULIO LIMITADA,NO USAR-MAYORDOMIA,Suministro 1928/2017
2017,1445,31-03-2017,145332.45,COOPERATIVA DE TRABAJO NOROESTE LIMITADA,NO USAR-MAYORDOMIA,Suministro 1914/2017
2017,2506,16-05-2017,2355.20,QUIMICA HARGOS S.R.L.,NO USAR - COMITE TECNICO EJECUTIVO,Suministro 2331/2017
2017,2930,08-06-2017,40282.14,PALMA CARTELES S.R.L.,SEC. DE INFRAESTRUCTURA,Suministro 2417/2017
2017,1940,21-04-2017,5926.72,ASOCIACION ARGENTINA DE ACTORES,MUSEO DE ARTE CONTEMPORANEO,Suministro 1568/2017
2017,5210,10-10-2017,20620.28,ACEISTEL KAREN MARIEL,COORD. PROGRAMA ENVION,Suministro 5258/2017
2017,5305,19-10-2017,31200.00,IMPRENTA FIORE,NO USAR - PLAN APELL,Suministro 5302/2017
2017,504,16-02-2017,1149418.05,LASCO CONSTRUCCIONES S.A.,DEP. VIVIENDA,Suministro 403/2017
2017,618,22-02-2017,3528724.81,SCHLOSSER INGENIERIA,DEP. ELECTRICIDAD Y MECANICA,Suministro 493/2017
2017,1462,31-03-2017,14400.00,MB GRUPO GASTRONOMICO,NO USAR - SECRETARIA DE INNOVACION Y DES. CREATIVO,Suministro 1734/2017
2017,1963,21-04-2017,6250.00,URSINO FEDERICO HECTOR,MUSEO FERROWHITE,Suministro 1580/2017
2017,2897,07-06-2017,100000.00,CORREO OFICIAL DE LA REPUBLICA ARGENTINA S.A.,NO USAR -DIR. OFICINA MPAL. DE INFOR AL CONSUMIDOR,Suministro 2625/2017
2017,2456,11-05-2017,1425.00,AQUALIFE,INSTITUTO CULTURAL MUNICIPAL,Suministro 2690/2017
2017,3094,21-06-2017,7600.00,HIDRAULICA DON BOSCO,NO USAR-SEC. DE SEGURIDAD Y PROT. CIUDADANA,Suministro 2640/2017
2017,3097,21-06-2017,38014.00,ENCENDIDOS PABLO,NO USAR-SEC. DE SEGURIDAD Y PROT. CIUDADANA,Suministro 2640/2017
2017,1436,31-03-2017,26136.00,ECOBAHIA S.A.,DELEG. LAS VILLAS,Suministro 1870/2017
2017,1417,31-03-2017,9000.00,ERBETTA RICARDO RAUL,SECRETARIA PRIVADA,Suministro 2023/2017
