año,orden de compra,fecha,importe,proveedor,dependencia,expediente
2018,281,15-02-2018,6478397.21,GEOMAC S.A.,DEP. VIALIDAD,Suministro 455/2018
2018,1961,23-05-2018,44395.15,MOTORES SANTI S.R.L.,DEP. TALLERES Y MAESTRANZA,Suministro 1886/2018
2018,4734,23-10-2018,19720.70,HIPERTEHUELCHE,SUBDIR. DE TIERRAS E INMUEBLES MUNICIPALES,Suministro 4312/2018
2018,4471,08-10-2018,3630.00,ESCUELA TALLER IMPRENTA LA PIEDAD,INSTITUTO CULTURAL MUNICIPAL,Suministro 4227/2018
2018,4402,03-10-2018,21000.00,LAN EVENTOS,DIR. ADULTOS MAYORES,Suministro 4345/2018
2018,4464,08-10-2018,17663.15,SUPERMERCADO LA BANDERITA BAHIA S.A.,OFICINA DE COORDINACION NIDO,Suministro 4281/2018
2018,4466,08-10-2018,11700.00,CRECER,CASA DEL NIÑO VILLA ROSAS,Suministro 3083/2018
2018,4847,30-10-2018,32922.54,LASCO CONSTRUCCIONES S.A.,DEP. PROYECTOS Y OBRAS,Suministro 4142/2018
2018,5165,16-11-2018,133174.75,CONSAR CONSTRUCTORA ARGENTINA S.R.L.,DEP. PROYECTOS Y OBRAS,Suministro 4141/2018
2018,2248,11-06-2018,81000.00,RODOVIA S.A.,DEP. TALLERES Y MAESTRANZA,Suministro 2388/2018
2018,2141,05-06-2018,5433.20,LIBRERIA DEL COLEGIO,SEC. DE SALUD,Suministro 2396/2018
2018,2139,05-06-2018,4961.00,SERVICSA,DIR.GRAL.DEFENSA CIVIL Y SEG. URB.,Suministro 2328/2018
2018,2156,05-06-2018,2960.00,CASA BERNABE SCA,SEC. DE GOBIERNO,Suministro 2385/2018
2018,2919,17-07-2018,103495.50,LA CABAÑA,NO USAR- SUBSEC DE EDUCACION,Suministro 2067/2018
2018,2528,28-06-2018,237270.00,MB GRUPO GASTRONOMICO,SUBSECRETARIA DE GESTION Y ECON DE LA SALUD,Suministro 2426/2018
2018,5530,30-11-2018,120000.00,COOPERATIVA AGRICOLA GANADERA E INDUSTRIAL SOMBRA DE TORO LIMITADA,DEP. TALLERES Y MAESTRANZA,Suministro 5739/2018
2018,5519,30-11-2018,236000.00,LU2 RADIO BAHIA BLANCA,SECRETARIA PRIVADA,Suministro 5801/2018
2018,768,16-03-2018,63429.00,DELGADO SOLIS DEBORA VANESA,PEQUEÑOS HOGARES - HOGAR SUST.,Suministro 360/2018
2018,987,27-03-2018,47910.00,MARINI & CIA S.R.L.,DEP. MANTENIMIENTO DE ALUMBRADO PUBLICO,Suministro 1189/2018
2018,1553,26-04-2018,850294.00,SODAGO,DIVISION HIGIENE Y SEGURIDAD EN EL TRABAJO,Suministro 726/2018
2018,1217,10-04-2018,5795.00,PINTURERIAS ADN,SUBSECRETARIA DE DEPORTES,Suministro 1108/2018
2018,790,19-03-2018,7005.90,OJEDA Y GUERRA S.H.,MAMAS CUIDADORAS,Suministro 891/2018
2018,796,19-03-2018,7425.00,AQUALIFE,NO USAR-SUBCENTRO DE COMUNICACIONES,Suministro 884/2018
2018,1578,26-04-2018,186468.00,REPUESTOS TATO,NO USAR-SEC. DE SEGURIDAD Y PROT. CIUDADANA,Suministro 682/2018
2018,147,30-01-2018,346500.00,MINISTERIO DE SEGURIDAD - SEGURIDAD PROVINCIAL,NO USAR-SEC. DE SEGURIDAD Y PROT. CIUDADANA,Suministro 278/2018
2018,1165,06-04-2018,25250.00,URSINO FEDERICO HECTOR,INSTITUTO CULTURAL MUNICIPAL,Suministro 1556/2018
2018,1170,09-04-2018,36000.00,ARTIGAS,DIRECCION GRAL. DE ACCION SOCIAL,Suministro 1178/2018
2018,1722,07-05-2018,14462.89,COOPERATIVA DE TRABAJO 15 DE JULIO LIMITADA,NO USAR-MAYORDOMIA,Suministro 2045/2018
2018,2961,20-07-2018,19765.00,CARLOS GASTINEL Y CIA SRL,DEP. TALLERES Y MAESTRANZA,Suministro 3106/2018
2018,3105,30-07-2018,60435.00,REPUESTOS TATO,NO USAR-SEC. DE SEGURIDAD Y PROT. CIUDADANA,Suministro 2933/2018
2018,3845,10-09-2018,215192.80,DURBAN,SEC. DE INFRAESTRUCTURA,Suministro 2992/2018
2018,3455,21-08-2018,4289.16,CODIMAT S.A.,SUBDIR. DE TIERRAS E INMUEBLES MUNICIPALES,Suministro 3108/2018
2018,3482,22-08-2018,6692.80,HIPERTEHUELCHE,SUBDIR. DE TIERRAS E INMUEBLES MUNICIPALES,Suministro 3114/2018
2018,3493,22-08-2018,14186705.05,OBRAS ABEDUL S.R.L.,DEP. VIALIDAD,Suministro 2522/2018
2018,4421,04-10-2018,21320.00,LA CANTERA DE IGNACIO DOBRY,HOGAR REFUGIO DE VIOLENCIA FAMILIAR,Suministro 3961/2018
2018,3978,19-09-2018,1328.00,FERRETERIA CENTRO,NO USAR-SEC. DE SEGURIDAD Y PROT. CIUDADANA,Suministro 3974/2018
2018,4546,12-10-2018,33896.00,CRIENG SALUD E INGENIERIA CLINICA S.A.,SEC. DE SALUD,Suministro 4000/2018
2018,3881,13-09-2018,7560.00,COOPERATIVA DE TRABAJO CENTRO LTDA.,SUBSEC. DE GESTION AMBIENTAL,Suministro 4019/2018
2018,4615,17-10-2018,730568.90,SUPERMERCADO LA BANDERITA BAHIA S.A.,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 3331/2018
2018,4526,11-10-2018,148575.00,TALLER PROTEGIDO SANTA RITA,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 3412/2018
2018,4562,12-10-2018,252550.70,FRIDO S.R.L.,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 3335/2018
2018,1558,26-04-2018,9201.85,INGENIERIA BAHIA S.R.L.,DIRECCION GRAL. DE TRANSITO,Suministro 1601/2018
2018,1596,26-04-2018,24999.00,COOPERATIVA OBRERA LIMITADA DE CONSUMO Y VIVIENDA,SECRETARIA PRIVADA,Suministro 1839/2018
2018,1634,27-04-2018,3940.27,AÑOS LUZ,DIRECCION GRAL. DE TRANSITO,Suministro 465/2018
2018,1620,27-04-2018,1377.25,COOPERATIVA OBRERA LIMITADA DE CONSUMO Y VIVIENDA,DELEG. GRAL. DANIEL CERRI,Suministro 1849/2018
2018,1630,27-04-2018,15400.00,ASOCIACION ARGENTINA DE ACTORES,NO USAR- SUBSEC DE EDUCACION,Suministro 1554/2018
2018,1764,08-05-2018,13770.00,MERCERIA - TAPICERIA MIGUEL,MAMAS CUIDADORAS,Suministro 1657/2018
2018,1185,09-04-2018,14693.06,PANADERIA EL CRISOL,NO USAR- SUBSEC DE EDUCACION,Suministro 503/2018
2018,394,26-02-2018,4596.00,ESCUELA TALLER IMPRENTA LA PIEDAD,MUSEO DEL PUERTO,Suministro 620/2018
2018,504,28-02-2018,120000.00,LARRAÑAGA MARIANO,SECRETARIA PRIVADA,Suministro 951/2018
2018,509,28-02-2018,140000.00,LOPEZ MACARENA,SECRETARIA PRIVADA,Suministro 918/2018
2018,508,28-02-2018,14000.00,RADIO VORTERIX BAHIA 99.1,SECRETARIA PRIVADA,Suministro 904/2018
2018,832,21-03-2018,1950.00,IMPRENTA CAMPANELLA,NO USAR-DTO. TRANSPORTE URBANO,Suministro 1039/2018
2018,699,14-03-2018,38211.00,DIAZ NORMA SUSANA,SISTEMA DE AMAS EXTERNAS,Suministro 312/2018
2018,690,14-03-2018,38211.00,SANDOVAL RUIZ DEBORA NATALIA,SISTEMA DE AMAS EXTERNAS,Suministro 329/2018
2018,1769,08-05-2018,5750.00,IMPRENTA MARQUEZ GARABANO,TEATRO MUNICIPAL,Suministro 1929/2018
2018,3052,25-07-2018,1558.70,HIPERTEHUELCHE,ACCION COMUNITARIA,Suministro 2525/2018
