año,orden de compra,fecha,importe,proveedor,dependencia,expediente
2013,505,27-02-2013,3800.00,TORNERIA MECANICA FURIA,DEP. TALLERES Y MAESTRANZA,Suministro 718/2013
2013,1120,09-04-2013,499.50,SODAGO,DIRECCION DE ESPACIOS PUBLICOS,Suministro 475/2013
2013,2211,29-05-2013,18585.60,DIARIO LA NUEVA PROVINCIA S.R.L.,SEC. DE GOBIERNO,Suministro 2323/2013
2013,2905,28-06-2013,18302.00,REX AGENCIA DE PUBLICIDAD S.R.L.,SEC. DE GOBIERNO,Suministro 2913/2013
2013,3097,12-07-2013,5656.00,ALAUX NEUMATICOS,DEP. TALLERES Y MAESTRANZA,Suministro 2857/2013
2013,3001,04-07-2013,20000.00,ETMAN,DEP. TALLERES Y MAESTRANZA,Suministro 2872/2013
2013,2981,03-07-2013,16989.75,CELSIUS DEBILES,"SUBSECR. DE NINEZ, ADOLESC. Y FAMILIA",Suministro 2596/2013
2013,3161,17-07-2013,1379.00,REPUESTOS MAYO,SUBSEC. SEGURIDAD Y PROTECCION CIUDADANA,Suministro 2937/2013
2013,3160,17-07-2013,8870.00,CHEVROBAHIA,SUBSEC. SEGURIDAD Y PROTECCION CIUDADANA,Suministro 2937/2013
2013,3691,16-08-2013,1094.00,REPUESTOS TATO,NO USAR - ESCUELA MUNICIPAL DE FORMACION LABORAL,Suministro 1093/2013
2013,4407,30-09-2013,130287.00,CRIENG SALUD E INGENIERIA CLINICA S.A.,SEC. DE SALUD,Suministro 2385/2013
2013,3135,16-07-2013,20000.00,PASQUALI RICARDO LUIS,DEP. TALLERES Y MAESTRANZA,Suministro 2896/2013
2013,706,14-03-2013,7634.13,BERNARDO LEW,BROMATOLOGIA Y  PROTECC. SALUD,Suministro 473/2013
2013,1674,03-05-2013,21171.00,RADIOGRAFICA AUSTRAL S.A.,INSUMOS Y DROGAS,Decreto 420/2013
2013,464,22-02-2013,20720.00,AQUALIFE,DEP. COMPRAS,Suministro 666/2013
2013,3106,15-07-2013,1034.04,FERRIMED S.R.L.,SEC. DE GOBIERNO,Suministro 2339/2013
2013,2484,11-06-2013,14550.00,MUX MARTA SILVIA,SUBSECRETARIA DE GESTION Y ECON DE LA SALUD,Suministro 2467/2013
2013,2498,11-06-2013,4542.00,KO SPORT,SUBSECRETARIA DE DEPORTES,Suministro 2539/2013
2013,2362,05-06-2013,6059.00,LA CANTERA DE IGNACIO DOBRY,HOGAR DE NIÑOS Y NIÑAS PEUMAYEN,Suministro 1588/2013
2013,2360,05-06-2013,2480.00,MERCERIA - TAPICERIA MIGUEL,HOGAR DE NIÑOS Y NIÑAS PEUMAYEN,Suministro 1588/2013
2013,1974,17-05-2013,771.00,BAHIA INDUMENTARIA Y CONFECCIONES S.A.,CENTRO CAPAC. Y PROMOCION VILLA MIRAMAR,Suministro 976/2013
2013,1451,25-04-2013,5949.00,"SEGUSUR S.H. DE GOMEZ, GUSTAVO Y GARCIA, MARTIN",SEC. DE GOBIERNO,Suministro 1759/2013
2013,1453,25-04-2013,8085.00,"SEGUSUR S.H. DE GOMEZ, GUSTAVO Y GARCIA, MARTIN",SEC. DE GOBIERNO,Suministro 1752/2013
2013,2184,29-05-2013,60736.56,C3I S.A.,SUBDIRECCION DE SISTEMAS E INFRAESTRUCTURA TECNOL,Suministro 1265/2013
