año,orden de compra,fecha,importe,proveedor,dependencia,expediente
2008,4725,18-11-2008,1500.00,VALIENTE JUAN CARLOS,INSTITUTO CULTURAL MUNICIPAL,Suministro 3145/2008
2008,3957,26-09-2008,400.00,TROFEOS LIDER,SUBSECRETARIA DE DEPORTES,Suministro 3121/2008
2008,3874,19-09-2008,48000.00,ESANDI RICARDO CARMELO,SEC. DE POLITICAS SOCIALES,Contrato 3352/2008
2008,4129,07-10-2008,3000.00,ASOCIACION COOPERADORA DEL CENTRO MUNICIPAL DE ESTUDIOS FOLKLORICOS DE,COORD. DE REC. ARTISTICOS,Suministro 3117/2008
2008,4429,30-10-2008,4148.00,MILLA NEUMATICOS S.R.L,DEP. TALLERES Y MAESTRANZA,Suministro 3200/2008
2008,4097,07-10-2008,698.70,EXTER,NO USAR-DELEGACION CABILDO,Suministro 3416/2008
2008,4034,29-09-2008,991.00,TODO CHAPA,DEP. TALLERES Y MAESTRANZA,Suministro 3376/2008
2008,4025,29-09-2008,120.00,PARABRISAS ZACCARA S.A.,DEP. TALLERES Y MAESTRANZA,Suministro 3376/2008
2008,3949,26-09-2008,122.00,HERNANDEZ & HERNANDEZ,DEP. TALLERES Y MAESTRANZA,Suministro 3374/2008
2008,3946,26-09-2008,405.00,TODOMOTOR S.R.L.,DEP. TALLERES Y MAESTRANZA,Suministro 3374/2008
2008,3895,22-09-2008,158.10,LA MOLIENDA,NO USAR - DIV. TERCERA EDAD,Suministro 3241/2008
2008,4516,05-11-2008,8554.80,VERDULERIA EL PARQUE,NO USAR - DIR. DE FORTALECIMIENTO HUMANO,Suministro 3276/2008
2008,4571,06-11-2008,20020.00,MARIVAN TOURS,SUBSECRETARIA DE DEPORTES,Suministro 3093/2008
2008,4071,02-10-2008,231.42,COTILLON OSITO PANDA,NO USAR - DIV. JUVENTUD,Suministro 3203/2008
2008,869,31-03-2008,259.00,COMSUR S.R.L.,DEP. CONTADURIA,Suministro 1294/2008
2008,950,03-04-2008,76.70,LA PAMPA GOMA,DEP. TALLERES Y MAESTRANZA,Suministro 1032/2008
2008,942,01-04-2008,5191.12,TAVERNA HNOS. S.A.,DEP. TALLERES Y MAESTRANZA,Suministro 1232/2008
2008,1542,28-04-2008,870.70,LA MOLIENDA,CENTRO DE DIA Y FLIA. SUST.,Suministro 883/2008
